id,activeOnDatingApps,activeOnDatingAppsLastChangedAt,additionalComments,additionalCommentsLastChangedAt,appsUsed,appsUsedLastChangedAt,attribute-Age,attribute-AgeLastChangedAt,attribute-Beard,attribute-BeardLastChangedAt,attribute-Clothes,attribute-ClothesLastChangedAt,attribute-Facial Expression,attribute-Facial ExpressionLastChangedAt,attribute-Glasses,attribute-GlassesLastChangedAt,attribute-Hair,attribute-HairLastChangedAt,attribute-Hobbies,attribute-HobbiesLastChangedAt,attribute-Job,attribute-JobLastChangedAt,attribute-Pose,attribute-PoseLastChangedAt,batchID,batchIDLastChangedAt,chosenCharacterBeard,chosenCharacterBeardLastChangedAt,chosenCharacterGlasses,chosenCharacterGlassesLastChangedAt,chosenCharacterHair,chosenCharacterHairLastChangedAt,chosenCharacterHobby,chosenCharacterHobbyLastChangedAt,chosenCharacterInfluenceAge,chosenCharacterInfluenceAgeLastChangedAt,chosenCharacterInfluenceBeard,chosenCharacterInfluenceBeardLastChangedAt,chosenCharacterInfluenceClothes,chosenCharacterInfluenceClothesLastChangedAt,chosenCharacterInfluenceFacialExpression,chosenCharacterInfluenceFacialExpressionLastChangedAt,chosenCharacterInfluenceGlasses,chosenCharacterInfluenceGlassesLastChangedAt,chosenCharacterInfluenceHair,chosenCharacterInfluenceHairLastChangedAt,chosenCharacterInfluenceHobbies,chosenCharacterInfluenceHobbiesLastChangedAt,chosenCharacterInfluenceJob,chosenCharacterInfluenceJobLastChangedAt,chosenCharacterInfluencePose,chosenCharacterInfluencePoseLastChangedAt,chosenCharacterSimilar_age,chosenCharacterSimilar_ageLastChangedAt,chosenCharacterSimilar_beard,chosenCharacterSimilar_beardLastChangedAt,chosenCharacterSimilar_clothes,chosenCharacterSimilar_clothesLastChangedAt,chosenCharacterSimilar_glasses,chosenCharacterSimilar_glassesLastChangedAt,chosenCharacterSimilar_hair,chosenCharacterSimilar_hairLastChangedAt,chosenCharacterSimilar_hobbies,chosenCharacterSimilar_hobbiesLastChangedAt,chosenCharacterSimilar_job,chosenCharacterSimilar_jobLastChangedAt,chosenProfile,chosenProfileLastChangedAt,dislikedProfile,dislikedProfileLastChangedAt,factor-Dietary preferences,factor-Dietary preferencesLastChangedAt,factor-Education Level,factor-Education LevelLastChangedAt,factor-Height,factor-HeightLastChangedAt,factor-Hobbies,factor-HobbiesLastChangedAt,factor-Income level,factor-Income levelLastChangedAt,factor-Language spoken,factor-Language spokenLastChangedAt,factor-Mental Health,factor-Mental HealthLastChangedAt,factor-Nationality,factor-NationalityLastChangedAt,factor-Number of children,factor-Number of childrenLastChangedAt,factor-Pet ownership,factor-Pet ownershipLastChangedAt,factor-Physical Health,factor-Physical HealthLastChangedAt,factor-Political affiliation,factor-Political affiliationLastChangedAt,factor-Popularity on App,factor-Popularity on AppLastChangedAt,factor-Profession,factor-ProfessionLastChangedAt,factor-Race / Ethnicity,factor-Race / EthnicityLastChangedAt,factor-Relationship history,factor-Relationship historyLastChangedAt,factor-Social media activity,factor-Social media activityLastChangedAt,frequency,frequencyLastChangedAt,gameID,gameIDLastChangedAt,likedProfile,likedProfileLastChangedAt,ownProfileID,ownProfileIDLastChangedAt,playerID,playerIDLastChangedAt,recommend-Dietary preferences,recommend-Dietary preferencesLastChangedAt,recommend-Education Level,recommend-Education LevelLastChangedAt,recommend-Height,recommend-HeightLastChangedAt,recommend-Hobbies,recommend-HobbiesLastChangedAt,recommend-Income level,recommend-Income levelLastChangedAt,recommend-Language spoken,recommend-Language spokenLastChangedAt,recommend-Mental Health,recommend-Mental HealthLastChangedAt,recommend-Nationality,recommend-NationalityLastChangedAt,recommend-Number of children,recommend-Number of childrenLastChangedAt,recommend-Pet ownership,recommend-Pet ownershipLastChangedAt,recommend-Physical Health,recommend-Physical HealthLastChangedAt,recommend-Political affiliation,recommend-Political affiliationLastChangedAt,recommend-Popularity on App,recommend-Popularity on AppLastChangedAt,recommend-Profession,recommend-ProfessionLastChangedAt,recommend-Race / Ethnicity,recommend-Race / EthnicityLastChangedAt,recommend-Relationship history,recommend-Relationship historyLastChangedAt,recommend-Social media activity,recommend-Social media activityLastChangedAt,recommendationDiversity,recommendationDiversityLastChangedAt,recommendationQuality,recommendationQualityLastChangedAt,roundID,roundIDLastChangedAt,surveyAttributeAge,surveyAttributeAgeLastChangedAt,surveyAttributeBeard,surveyAttributeBeardLastChangedAt,surveyAttributeClothes,surveyAttributeClothesLastChangedAt,surveyAttributeFacialExpression,surveyAttributeFacialExpressionLastChangedAt,surveyAttributeGlasses,surveyAttributeGlassesLastChangedAt,surveyAttributeHair,surveyAttributeHairLastChangedAt,surveyAttributeHobbies,surveyAttributeHobbiesLastChangedAt,surveyAttributeJob,surveyAttributeJobLastChangedAt,surveyAttributePose,surveyAttributePoseLastChangedAt,surveySystemImprovement,surveySystemImprovementLastChangedAt,surveyVariety,surveyVarietyLastChangedAt,systemVariety,systemVarietyLastChangedAt
01HZFG56BY3EENX1BGRZNV3NY8,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:40.638183+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2024-06-03T17:51:06.359462+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:40.638183+01:00,125,2024-06-03T17:51:06.359252+01:00,1,2024-06-03T17:50:40.641331+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:40.638183+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D5R8WD8TXXVCAR210R,2024-06-03T17:50:40.638183+01:00,same,2024-06-03T17:51:06.337485+01:00,same,2024-06-03T17:51:06.333169+01:00,same,2024-06-03T17:51:06.357746+01:00,same,2024-06-03T17:51:06.357586+01:00,same,2024-06-03T17:51:06.331012+01:00,chosenBetter,2024-06-03T17:51:06.330737+01:00,same,2024-06-03T17:51:06.357257+01:00,same,2024-06-03T17:51:06.357447+01:00,same,2024-06-03T17:51:06.357927+01:00,,,,,,
01HZFG62A7GAGH01XVCW0YTTJN,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:51:09.255225+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2024-06-03T17:51:12.070526+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:51:09.255225+01:00,7,2024-06-03T17:51:12.070729+01:00,1,2024-06-03T17:51:09.258526+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:51:09.255225+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D5R8WD8TXXW6DY682Q,2024-06-03T17:51:09.255225+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG717S1G0YNMBC4QHAFNE2,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:51:40.921059+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,2024-06-03T17:51:43.620228+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:51:40.921059+01:00,70,2024-06-03T17:51:43.620008+01:00,1,2024-06-03T17:51:40.924831+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:51:40.921059+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D7MDM9YC2T37FFPWCR,2024-06-03T17:51:40.921059+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG38YX367YV0320QGMF83R,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:49:37.757839+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2024-06-03T17:49:40.639597+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:49:37.757839+01:00,171,2024-06-03T17:49:40.639393+01:00,1,2024-06-03T17:49:37.761183+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:49:37.757839+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D1KN25625JX0MJ9MHG,2024-06-03T17:49:37.757839+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG3QEK13H9GSS2693D2GD4,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:49:52.595795+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,2024-06-03T17:49:55.488706+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:49:52.595795+01:00,79,2024-06-03T17:49:55.488344+01:00,1,2024-06-03T17:49:52.600434+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:49:52.595795+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D1KN25625JY6NW7TKX,2024-06-03T17:49:52.595795+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG4264MY6RZ8WKQJJC197G,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:03.588584+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2024-06-03T17:50:06.489249+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:03.588584+01:00,8,2024-06-03T17:50:06.489429+01:00,1,2024-06-03T17:50:03.591975+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:03.588584+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D2HB53PR3P37YM0SNJ,2024-06-03T17:50:03.588584+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG8C7825RQFGFCZZ8X1KVE,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:52:24.936975+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,2024-06-03T17:52:27.604478+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:52:24.936975+01:00,7,2024-06-03T17:52:27.604205+01:00,1,2024-06-03T17:52:24.939803+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:52:24.936975+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8DR44DKWCC2BJ6CKFHC,2024-06-03T17:52:24.936975+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG8EV3JD8DZ3DVC6FVJHPW,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:52:27.61921+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,2024-06-03T17:52:33.806873+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:52:27.61921+01:00,64,2024-06-03T17:52:33.806631+01:00,1,2024-06-03T17:52:27.622257+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:52:27.61921+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8DSMX2EW3S9GQDED7EQ,2024-06-03T17:52:27.61921+01:00,,,,,,,,,,,,,,,,,,,no,2024-06-03T17:52:33.805704+01:00,notSure,2024-06-03T17:52:33.805979+01:00,,
01HZFG1EMBY3VDD5074RSTR28F,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:48:38.02738+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,2024-06-03T17:49:25.791795+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:48:38.02738+01:00,92,2024-06-03T17:49:25.791425+01:00,1,2024-06-03T17:48:38.030683+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:48:38.02738+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D0H0RH161MY6ZRJJ24,2024-06-03T17:48:38.02738+01:00,same,2024-06-03T17:49:25.789813+01:00,notChosenBetter,2024-06-03T17:49:25.788118+01:00,chosenBetter,2024-06-03T17:49:25.78849+01:00,same,2024-06-03T17:49:25.788316+01:00,same,2024-06-03T17:49:25.787832+01:00,notChosenBetter,2024-06-03T17:49:25.787133+01:00,chosenBetter,2024-06-03T17:49:25.791242+01:00,chosenBetter,2024-06-03T17:49:25.791015+01:00,same,2024-06-03T17:49:25.78864+01:00,,,,,,
01HZFG4D2GCT1K3CDRZEJMW7SH,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:14.736703+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,2024-06-03T17:50:25.357901+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:14.736703+01:00,187,2024-06-03T17:50:25.357509+01:00,1,2024-06-03T17:50:14.740247+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:14.736703+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D32HEAT431SG7KF9PB,2024-06-03T17:50:14.736703+01:00,,,,,,,,,,,,,,,,,,,somewhat,2024-06-03T17:50:25.356752+01:00,goodAmount,2024-06-03T17:50:25.357137+01:00,,
01HZFG53X931SQM0NXR5NAEPVC,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:38.121169+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,2024-06-03T17:50:40.620965+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:38.121169+01:00,51,2024-06-03T17:50:40.620775+01:00,1,2024-06-03T17:50:38.125033+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:38.121169+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D5R8WD8TXXTVB5BH75,2024-06-03T17:50:38.121169+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG84STAY5YFGKSET1B0FE6,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:52:17.338357+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,2024-06-03T17:52:19.970444+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:52:17.338357+01:00,0,2024-06-03T17:52:19.970214+01:00,1,2024-06-03T17:52:17.341411+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:52:17.338357+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8DR44DKWCC2AKF73SQG,2024-06-03T17:52:17.338357+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG8MX6WTE5YKTXXWPTBG39,I am not currently active on dating apps but was in the past.,2024-06-03T17:54:23.866665+01:00,test answer to free fill option,2024-06-03T17:53:06.138265+01:00,"[""Tinder"",""Hinge""]",2024-06-03T17:54:23.86694+01:00,My character did not have this preference,2024-06-03T17:53:06.136118+01:00,Learned slowly,2024-06-03T17:53:06.133322+01:00,Did not learn,2024-06-03T17:53:06.133968+01:00,My character did not have this preference,2024-06-03T17:53:06.133684+01:00,Did not learn,2024-06-03T17:53:06.130172+01:00,Did not learn,2024-06-03T17:53:06.129618+01:00,Learned slowly,2024-06-03T17:53:06.135876+01:00,Did not learn,2024-06-03T17:53:06.136799+01:00,Did not learn,2024-06-03T17:53:06.137095+01:00,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:52:33.830581+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite Important,2024-06-03T17:54:23.870669+01:00,Not Very Important,2024-06-03T17:54:23.870448+01:00,Not Important,2024-06-03T17:54:23.871189+01:00,Quite Important,2024-06-03T17:54:23.868279+01:00,Not Very Important,2024-06-03T17:54:23.86942+01:00,Not Important,2024-06-03T17:54:23.873368+01:00,Not Very Important,2024-06-03T17:54:23.873163+01:00,Not Important,2024-06-03T17:54:23.867896+01:00,Not Very Important,2024-06-03T17:54:23.872193+01:00,Not Very Important,2024-06-03T17:54:23.872714+01:00,Not Very Important,2024-06-03T17:54:23.873704+01:00,Very Important,2024-06-03T17:54:23.867345+01:00,Not Important,2024-06-03T17:54:23.869987+01:00,Not Very Important,2024-06-03T17:54:23.870823+01:00,Not Important,2024-06-03T17:54:23.867761+01:00,Not Very Important,2024-06-03T17:54:23.870206+01:00,Not Important,2024-06-03T17:54:23.872925+01:00,A few times a week,2024-06-03T17:54:23.867133+01:00,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:52:33.830581+01:00,,,,,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:52:33.830581+01:00,Should maybe use,2024-06-03T17:54:23.877796+01:00,Should maybe not use,2024-06-03T17:54:23.876508+01:00,Should definitely not use,2024-06-03T17:54:23.878007+01:00,Should definitely not use,2024-06-03T17:54:23.875332+01:00,Should definitely not use,2024-06-03T17:54:23.875483+01:00,Should maybe not use,2024-06-03T17:54:23.878429+01:00,Should maybe not use,2024-06-03T17:54:23.880022+01:00,Should maybe not use,2024-06-03T17:54:23.875066+01:00,Should definitely use,2024-06-03T17:54:23.878245+01:00,Should definitely not use,2024-06-03T17:54:23.87862+01:00,Should maybe use,2024-06-03T17:54:23.879539+01:00,Should definitely not use,2024-06-03T17:54:23.873532+01:00,Should maybe not use,2024-06-03T17:54:23.875983+01:00,Should maybe not use,2024-06-03T17:54:23.876213+01:00,Should maybe not use,2024-06-03T17:54:23.874115+01:00,Should maybe use,2024-06-03T17:54:23.87759+01:00,Should maybe not use,2024-06-03T17:54:23.87886+01:00,There were too many diverse recommendations,2024-06-03T17:53:06.137568+01:00,All/most recommendations were bad,2024-06-03T17:53:06.138441+01:00,01HZFFZ8DSMX2EW3S9H88RT0CT,2024-06-03T17:52:33.830581+01:00,,,,,,,,,,,,,,,,,,,,,,,"Showed a variety of potential matches, even if they didn't perfectly match your character’s preferences",2024-06-03T17:53:06.137353+01:00
01HZFG1BQJVMKHSJGWXJG3A1H5,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:48:35.058543+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,2024-06-03T17:48:38.006498+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:48:35.058543+01:00,126,2024-06-03T17:48:38.006299+01:00,1,2024-06-03T17:48:35.062132+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:48:35.058543+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D0H0RH161MX649JBZE,2024-06-03T17:48:35.058543+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG4WNZ5N32N2MKKPGF9CYN,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:30.719998+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,2024-06-03T17:50:33.320749+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:30.719998+01:00,8,2024-06-03T17:50:33.321157+01:00,1,2024-06-03T17:50:30.722856+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:30.719998+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D32HEAT431V2ECKHRF,2024-06-03T17:50:30.719998+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG4Z7RSQSN6BBC68A73JJ4,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:33.336365+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,2024-06-03T17:50:35.620825+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:33.336365+01:00,99,2024-06-03T17:50:35.620614+01:00,1,2024-06-03T17:50:33.339847+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:33.336365+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D32HEAT431VMYBVVFC,2024-06-03T17:50:33.336365+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG5ZGAWV1Y3CD366E2D049,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:51:06.378955+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2024-06-03T17:51:09.237508+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:51:06.378955+01:00,159,2024-06-03T17:51:09.2373+01:00,1,2024-06-03T17:51:06.383926+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:51:06.378955+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D5R8WD8TXXVSWPG5Z6,2024-06-03T17:51:06.378955+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG6BZ7MYZ3RYDK2TAQQ2PH,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:51:19.143333+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2024-06-03T17:51:21.936746+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:51:19.143333+01:00,22,2024-06-03T17:51:21.936543+01:00,1,2024-06-03T17:51:19.14723+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:51:19.143333+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D64VHEPDRVEPQSHR0Y,2024-06-03T17:51:19.143333+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG89T7C2P6MKPK84SVPTYB,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:52:22.471844+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,2024-06-03T17:52:24.920561+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:52:22.471844+01:00,236,2024-06-03T17:52:24.920308+01:00,1,2024-06-03T17:52:22.474811+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:52:22.471844+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8DR44DKWCC2B5TFKX0A,2024-06-03T17:52:22.471844+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG4QF0Y88XDX6SKZEX7DJD,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:25.37672+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,2024-06-03T17:50:28.205158+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:25.37672+01:00,96,2024-06-03T17:50:28.204816+01:00,1,2024-06-03T17:50:25.380466+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:25.37672+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D32HEAT431T0X18J0X,2024-06-03T17:50:25.37672+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG4T7X0Z2RKR1WHRBQP76N,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:50:28.221894+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,2024-06-03T17:50:30.704294+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:50:28.221894+01:00,28,2024-06-03T17:50:30.704108+01:00,1,2024-06-03T17:50:28.225113+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:50:28.221894+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8D32HEAT431TFTR7P24,2024-06-03T17:50:28.221894+01:00,,,,,,,,,,,,,,,,,,,,,,,,
01HZFG7B9M0DY099AZWM4TM0N1,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAKQMXP174TK93N8AGY2,2024-06-03T17:51:51.220229+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,2024-06-03T17:51:53.742868+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFYAMEDY1RZY7M1YWABEGE,2024-06-03T17:51:51.220229+01:00,168,2024-06-03T17:51:53.742503+01:00,1,2024-06-03T17:51:51.223485+01:00,01HZFFZ5VPWEKY4YB2GG81JR8P,2024-06-03T17:51:51.220229+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01HZFFZ8DNH6R00PMCDMY5X6DM,2024-06-03T17:51:51.220229+01:00,,,,,,,,,,,,,,,,,,,,,,,,
